artist,album,track,url
A1,Here We Come,Heaven By Your Side,spotify:track:3PmTnoX82xzyosHRTH8BJ3
Incubus,Morning View,Are You In?,spotify:track:1MvJno497VkQR3RsiJcRVm
YGxTUS,WADADADENG!,WADADADENG!,spotify:track:0AuZUiq6K6E9l2GOWTuy5c
Lauv,I met you when I was 18.,Paris in the Rain,spotify:track:41CgzGD7xlgnJe14R4cqkL
Fort Minor,The Rising Tied,Where'd You Go (feat. Holly Brook & Jonah Matranga),spotify:track:7pAT4dOUzjq8Ziap5ShIqC
Fujii Kaze,LOVE ALL SERVE ALL,?????????,spotify:track:2T2PRhaEQLPoo78E8zyVgw
Jonas Brothers,Jonas Brothers,When You Look Me In The Eyes,spotify:track:6qBOtxa4lZw14RwPZVPQb8
Juice Newton,Deadpool,Angel of the Morning,spotify:track:7iS1yk6K6HltjoTx1BrrHI
Boyz II Men,II,On Bended Knee,spotify:track:4Gmkqn3V7IMTkOmmiX7cbb
PARIS The Prince,Put The Sun Back,Put The Sun Back,spotify:track:51ICu7eQ1rZKFLyOmBiNBz
keshi,always,always,spotify:track:26dXOkhzMxLLNaUXt77HQc
Blanke,Change & Decay,Peace In Emptiness,spotify:track:0zARWvdhbyTGwKfAZ1rj0y
Up For Byes,Huminahon,Huminahon,spotify:track:2hI1Ue7bi8d5g8FKmt5R0S
Bamboo,Bless This Mess,Firepower,spotify:track:2EN6QEAptZsfvmclAayTif
Post Malone,Wow.,Wow.,spotify:track:6MWtB6iiXyIwun0YzU6DFP
Busted,Busted,Sleeping With The Light On,spotify:track:28eHRMfiiQZqmU0dt6p9Xl
Jonas Brothers,Jonas Brothers,Hello Beautiful,spotify:track:01dt5zR803tTxX5RgfTDHd
No Rome,Talk Nice,Talk Nice,spotify:track:26ytdRiaqQGWWu2wD1MJ24
Daryl Ong,Stay (On the Wings of Love Teleserye Theme) - Single,Stay (On the Wings of Love Teleserye Theme),spotify:track:2ihUXb4jayaUoxmID8pgB8
Lùnapop,...Squérez?,Niente Di Più,spotify:track:2RYC5U14cFGTd2cYwCjDbZ
Freddie Aguilar,The Best Of Freddie Aguilar,Minamahal Kita,spotify:track:2Hmm9Z2nBZ10D3YWgGYJfc
iluna,panaginip,panaginip,spotify:track:1AuxZd50Dpaz0cCWphYryh
Mokita,down,down,spotify:track:7mOcLhVf0Aj6pIfi3LcSNW
Led Zeppelin,Led Zeppelin II,Whole Lotta Love - 1990 Remaster,spotify:track:0hCB0YR03f6AmQaHbwWDe8
Faber Drive,Seven Second Surgery,When I'm With You,spotify:track:784yJjv1uywS1wo7aNwflT
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m
Daft Punk,TRON: Legacy,The Game Has Changed,spotify:track:44OU8uZ2h9xVcJgKPJKU77
Shawn Mendes,Shawn Mendes,Fallin' All In You,spotify:track:5EYBryPOgIEPB7r5QIy6eG
Carlie Hanson,DestroyDestroyDestroyDestroy,Daze Inn,spotify:track:1AnXtAoYd2YhSNQXMHhqTu
Moira Dela Torre,Malaya (Camp Sawi Original Motion Picture Soundtrack),Malaya (Camp Sawi Original Motion Picture Soundtrack),spotify:track:6M21eWbEw74XDdoQsNIinq
AP Dhillon,Old Money,Old Money,spotify:track:4WLDaQ8AgSwUgFoPzJkAYK
The Maine,Less Noise: A Collection of Songs by a Band Called the Maine,Bad Behavior (Acoustic),spotify:track:2h4ykwcQ2YjhWsiql7RuPu
JAY-Z,Magna Carta... Holy Grail,Tom Ford,spotify:track:17emWpF3SHGmuIu46LnWMB
Jason Mraz,Lucky (feat. Ximena Sariñana),Lucky (feat. Ximena Sariñana),spotify:track:4hVnZf324hXy6TyVx2oncO
MXMS,Gravedigger,Gravedigger,spotify:track:4zo6O0UO5Kz6ZT0CpTCCb3
jalowo,"Cinemotional, Vol. 2",Gone,spotify:track:1s5sE20grtcHlIDOo0V883
*NSYNC,Celebrity,That Girl (Will Never Be Mine),spotify:track:0sAa5wcM9Iy30eAf9A9zl2
Stapes,Takayasu,Takayasu,spotify:track:3Z1ZmxG2LW6mtXyqrdMuDS
FM Static,Critically Ashamed,Nice Piece Of Art,spotify:track:5nNTzExcnw0YbjCJPH6Hx8
Alvaro Soler,Mar De Colores,Ella,spotify:track:4xbj7T4JOq0eJc0OmYQrWL
Dido,Life For Rent,White Flag,spotify:track:6si71supnBUhddjR2FJc2L
LaLuna,Hawak Bitaw,Hawak Bitaw - Demo,spotify:track:1wkTGnSqnQTFNK2PUCASZV
The Cars,Heartbeat City,Drive,spotify:track:3wfujdbamR3Z46F4xav7LM
Conan Gray,Kid Krow,Heather,spotify:track:4xqrdfXkTW4T0RauPLv3WA
The Lonely Island,Popstar: Never Stop Never Stopping,"""What Was That Beat?""",spotify:track:6KT7iSlcqw2DcZqnuP2Vof
M83,"Hurry up, We're Dreaming",Midnight City,spotify:track:6GyFP1nfCDB8lbD2bG0Hq9
Hans Zimmer,Interstellar: Original Motion Picture Soundtrack (Deluxe Digital Version),Cornfield Chase,spotify:track:15WRWc3qqlyAzTne9q5tQK
Cvssiel,Aveces,Aveces,spotify:track:5EcVYUVkNkh3CaQrFyGV3h
N.E.R.D,Seeing Sounds,Love Bomb,spotify:track:27ZR1luQ15ZMuf8Dq6cAj8
Zjay,FLEX,FLEX,spotify:track:1sgN5SJa3gv5VqsBU8AQaV
Foreign Air,Loud Magic,Loud Magic,spotify:track:5gAC4dyUhRY9ibLg7ePZ39
Uru,???,???,spotify:track:4WqWAyxI9uf6CVxUBwglrb
Saib,Around the World,Shanghai Nights,spotify:track:1es71gP1Ljrf6KVvqR1T75
Ludovico Einaudi,Una Mattina,Nuvole Bianche,spotify:track:3weNRklVDqb4Rr5MhKBR3D
toigo,SHOW ME THE MONEY 11 Episode 3,"BLUE CHECK (Feat. Jay Park, Jessi) (Prod. by Slom)",spotify:track:7aNA0yQbOYu3HKWv9zElJX
Patty Pravo,Bye bye patty,Se perdo te,spotify:track:4js1KYWNr2cnWdrM78a33j
The Dan Band,The Hangover (Original Motion Picture Soundtrack),Candy Shop,spotify:track:2XlylGgQ5Cg9bU4JRMDsCg
Sugarcane,"Paalam, Leonora","Paalam, Leonora",spotify:track:20nXCnSKVgqPpUPfAollgy
Tribe Society,Delirium Sonata,Kings,spotify:track:1031dCHtkJhbtcxXCwKipv
Kodaline,In A Perfect World (Deluxe),High Hopes,spotify:track:7jDe24vXWUNX8Jl2hZHrIS
Lovelast,Home,Yesterday,spotify:track:5pmT731zLRwnPWnb9c6Cql
Linkin Park,Meteora 20th Anniversary Edition,Lost,spotify:track:3RQHAFkEHiFHQ7qmMpKRdv
Jim Sturgess,Across The Universe,Girl,spotify:track:3jzzpIMxy4AqdjuJyARWKc
111,Protected (Robot Koch Edit),Protected - Robot Koch Edit,spotify:track:5hkXdrWHfcsZJyRk6NjSqq
Benson Boone,In The Stars,In The Stars,spotify:track:1ei3hzQmrgealgRKFxIcWn
Blur,Blur: The Best Of,Beetlebum,spotify:track:0cXm3QqepHVzXKdm73sqkl
HYBS,Making Steak,Would You Mind,spotify:track:5kbvcxWFMPNY1zPI3y0wHa
Boy In Space,7UP,7UP,spotify:track:4cB00WOFuQFLoDpnydcx8c
Linkin Park,A Thousand Suns,Waiting for the End,spotify:track:5JHNg1hxZFT7TDEphhM4wj
Red Hot Chili Peppers,Blood Sugar Sex Magik,Give It Away,spotify:track:0uppYCG86ajpV2hSR3dJJ0
COIN,Rainbow Mixtape,Hypnotica,spotify:track:10mWZVM0ybyvhqBeocBGmI
Arctic Monkeys,AM,No. 1 Party Anthem,spotify:track:5TTGoX70AFrTvuEtqHK37S
Sub Urban,Thrill Seeker,when the flies fell,spotify:track:2LgLslaIQUOipwxxzFmmuo
Joji,BALLADS 1,COME THRU,spotify:track:48x8fBWfyeSMzLl5gbsjr9
Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As
Noel Gallagher's High Flying Birds,Chasing Yesterday (Deluxe),In The Heat Of The Moment,spotify:track:5W5MRU12dpuOnd5WmWzian
JANNABI,See Your Eyes,Beautiful,spotify:track:4jmQOSvQTfcROlXZLnk4Qa
Kendrick Lamar,GNX,luther (with sza),spotify:track:45J4avUb9Ni0bnETYaYFVJ
Cameron Avery,"Ripe Dreams, Pipe Dreams",Watch Me Take It Away,spotify:track:3e3uKn8IM5huVPJijpcORQ
Hailee Steinfeld,Starving,Starving,spotify:track:2zDt2TfQbxiSPjTVJTgbwz
New West,Singles 2020 - 2021,Wrote This For You,spotify:track:4GCMJU20V93EnlD6zUxcL0
Beach House,Depression Cherry,Space Song,spotify:track:7H0ya83CMmgFcOhw0UB6ow
Sleeping At Last,"Covers, Vol. 1",Total Eclipse of the Heart,spotify:track:1650yatyByhD11nXbD8ktd
M.A.G.S.,M.A.G.S. on Audiotree Live,Body - Audiotree Live Version,spotify:track:5WWU8NFfJZoRFxWl359ZdL
DJ Snake,Encore,Talk,spotify:track:7exWL20TLQog1BKzDoDGs5
Palaye Royale,Fever Dream,Lifeless Stars,spotify:track:243CJRiApoSoUqFTm641Uf
The 1975,The 1975,Chocolate,spotify:track:3JeHT52RWHMKEjfqUYLZAZ
Dilia,The Giant,Now,spotify:track:2jFfDGcVzMONceohrF4Jre
Joey Valence & Brae,CLUB SANDWICH,CLUB SANDWICH,spotify:track:7b2XzS8jsiXqZZ0Ym8kMZ6
Linkin Park,Meteora,Lying from You,spotify:track:4qVR3CF8FuFvHN4L6vXlB1
Rob Deniel,Sinta,Sinta,spotify:track:0aCmjkogiWIRu7205eZK6I
Robbie Williams,I've Been Expecting You,She's The One,spotify:track:4lO57zZGFcj7vSY4QhfVDq
Aegis,Halik,Sinta,spotify:track:1EUwAVD9G2rrBYiOKRVcIe
Drake,Scorpion,Summer Games,spotify:track:4HG1YiGBseVKzjyKcmAJen
The Strokes,The New Abnormal,The Adults Are Talking,spotify:track:5ruzrDWcT0vuJIOMW7gMnW
d4vd,Romantic Homicide,Romantic Homicide,spotify:track:1xK59OXxi2TAAAbmZK0kBL
Pupil,Limiters Of The Infinity Pool,Pusakal,spotify:track:6nnWuIVY36tr2rr4DhNsX7
Kodaline,In A Perfect World (Deluxe),All I Want,spotify:track:2jTidefcsTu6VQhpIImJrt
Bic Runga,Drive,Sway,spotify:track:3JtRSUOj7wSAXFG76T89v8
Spencer.,Want U Back,Want U Back,spotify:track:7afpDI6k8fFpRuqEYFMxqR
Dillon Francis,"Money Sucks, Friends Rule",Get Low (feat. Rae Sremmurd) - Remix,spotify:track:20sN1fV0U0Fv8AkXyhaXGT
Ne-Yo,Year Of The Gentleman,Mad,spotify:track:2YLuLEZNjSPY3l8nKlGZKj
Led Zeppelin,Mothership,Communication Breakdown - Remaster,spotify:track:6GXlXAfXR7C6u1VjR3VMsm
N.E.R.D,Seeing Sounds,Lazer Gun,spotify:track:5NUdCRxQ7envkcWRzDwbGY
Agsunta,Agsunta,Magkasuyo Buong Gabi,spotify:track:1Xv8yEhhvpk8Q8JtCajRy5
Liam Gallagher,As You Were,Come Back to Me,spotify:track:219nY3WjD9ZxpwquMQuksi
Band of Horses,The Funeral (Excision Remix),The Funeral - Excision Remix,spotify:track:39npZ2mx3dWuNdGRg9PBm0
The Beatles,A Hard Day's Night,If I Fell - Remastered 2009,spotify:track:1hgvykolO4kBIEozATmpyj
BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],MIC Drop (feat. Desiigner) [Steve Aoki Remix],spotify:track:7Ed6BkggCS2KaKY5YlINaF
WATT,Burning Man,Burning Man,spotify:track:6REbB4VXol3q3iiCjvojL5
Tommy James & The Shondells,Anthology,Crimson & Clover,spotify:track:0I4yYE831a8SW8QIx6bz4x
Les Fils du Calvaire,Rester avec toi,Rester avec toi feat. Miss Kittin,spotify:track:1Haemp9P0Kb95pSnoEzNkL
Sleeping At Last,Atlas: Land,West,spotify:track:1vjqscIFRttlrAQ1strtwJ
MISSIO,The Darker The Weather // The Better The Man,Underground,spotify:track:3GjLecyioIsSt0EaNecctC
Daniel Caesar,CASE STUDY 01,LOVE AGAIN,spotify:track:2fhePAlCSsJplwkjqMYpVm
Linkin Park,Meteora,Numb,spotify:track:1y1sChqjzdNWzwdHQADMrR
Paul McCartney,McCartney III Imagined,The Kiss Of Venus (Dominic Fike),spotify:track:28kOGtTZzbfQ8fMmTwjRFq
Jeremy Zucker,you were good to me,you were good to me,spotify:track:6tNgjrWXWHx2zR52Q6qCLG
Blur,Think Tank,Sweet Song,spotify:track:0xkMOpRUY9GaRH3uUKslgu
FM Static,"My Brain Says Stop, But My Heart Says Go",Last Train Home,spotify:track:3RtVNyi2dOUjvffDUvo21a
JOYRYDE,BRAVE,DAMN,spotify:track:3sI0ekqQTE7NxdZhNFqF93
N.W.A.,Straight Outta Compton,Straight Outta Compton,spotify:track:4LujRMTMwAfFKjm45tixHY
Cowbell,Skeleton Soul,Darkness In Your Heart,spotify:track:1YTDQOsCDEy0ypaUWSMFd3
King Gnu,??,??,spotify:track:7ncPjJBktLEOpstY5JOUMK
The Beatles,Revolver,"Here, There And Everywhere - 2022 Mix",spotify:track:47gNXRKcBJxu6bOvmyUroI
LE SSERAFIM,FEARLESS,FEARLESS,spotify:track:296nXCOv97WJNRWzIBQnoj
Unique Salonga,Daisy,Panahon,spotify:track:7Gl40zLvOcPveQu44Zf6pL
Dilaw,Sansinukob,Maskara,spotify:track:38nyyKG2e1vH9dYXXhbzUl
Above & Beyond,Flow State,Slow Buchla Sunshine,spotify:track:4cwLYDk0qjI7hiwVA5TVSn
OneRepublic,Waking Up,Everybody Loves Me,spotify:track:0Q0Vl9fKJF5MDxfVKbD78e
jungumul,I Want to Live with You,I Want to Live with You,spotify:track:5upX4K9LhAuG1dx4ptJAsL
Megalorganiste,VG Soundtrack Legacy,Final Song Of Prayer,spotify:track:1vkgu1P8wkYA28pFzZH3YC
Duster,Stratosphere,Inside Out,spotify:track:6WlmEymaXKMRs3D2c4j6os
King Gnu,CEREMONY,????,spotify:track:0zXSk9N3L7XQb8GXwhjlXt
The Everly Brothers,101 - Cathy's Clown: The Best of The Everly Brothers (Volume 2),Let It Be Me,spotify:track:5qPKwIGqEDyeeaFYe4wHrx
"Arigato, Hato!",Heartsongs (For Humans),The Scoundrel,spotify:track:65aKDlYRIVBXcS9Z6YYAPo
Daft Punk,Discovery,Something About Us,spotify:track:1NeLwFETswx8Fzxl2AFl91
Matt Maltese,Good Morning It's Now Tomorrow,Everyone Adores You (at least I do),spotify:track:6klFWv2xDGeTDoiKTtx4hg
Haley Reinhart,Better,Can't Help Falling in Love,spotify:track:6yIHGmQLJxWAUZ1ZkENemN
Adele,25,All I Ask,spotify:track:6HbI4e2Y2f6HYVV6r04M4W
Red Hot Chili Peppers,Californication,Californication,spotify:track:48UPSzbZjgc449aqz8bxox
Owl City,The Midsummer Station,Silhouette,spotify:track:1RAseuTkq23YYq5H7z9Byt
The Maine,Less Noise: A Collection of Songs by a Band Called the Maine,Into Your Arms (Acoustic),spotify:track:3Hm6TERGwKAxYWn58B9E6y
Linkin Park,One More Light,Nobody Can Save Me,spotify:track:3dJj6o9o1fRgrojWjailuz
Remy Zero,The Golden Hum,Perfect Memory (I'll Remember You),spotify:track:27YERkNKirVJY7pyzNp1LD
Lorenzo Fragola,Zero Gravity,Infinite volte,spotify:track:15dYrloTvmcrkZ7xv5mfID
Pavement,Terror Twilight,The Hexx,spotify:track:0uSHbO2VBJE2uvTrSkSHmT
The Maine,Pioneer,Don't Give up on Us,spotify:track:0vzpuV3evDoJ7xwMoQOwtl
"Arigato, Hato!",Heartsongs (For Humans),The Fish Song,spotify:track:1CxHb3DthwPyY5Fj6xQgxg
NewJeans,Ditto,Ditto,spotify:track:3r8RuvgbX9s7ammBn07D3W
Kito Romualdez,Kito Romualdez,Suntok Sa Buwan,spotify:track:2nYRTIW7rssVWv6e7nF1cq
Crownie Lofi,Sam?taimu,Yatomi,spotify:track:6PbRXtg7YFIl17LTdzCr8M
Lùnapop,...Squèrez?,Se Ci Sarai - Remastered 2019,spotify:track:1yG2sCBj0SJj2N4iXZ2inN
Tommy Richman,MILLION DOLLAR BABY,MILLION DOLLAR BABY (VHS),spotify:track:55HpRb1dWGT3JeX9RpDpLa
Audioslave,Audioslave,I Am the Highway,spotify:track:3bwAS8cN7Xtzvv5UurJOOX
Aaron Taos,Closure & Campari,Ain't Over You,spotify:track:18alla4olGoQq4NlorQYvi
Yoke Lore,Absolutes,Ride,spotify:track:4kxWZl08wPNiKcIIpa5P2o
The Beatles,Love,A Day In The Life,spotify:track:4XiDAxr6alWzxm24i2Rt4K
Whilk & Misky,Burn With Me,Burn With Me,spotify:track:19iszP3kTNtHoqbNoXeWQf
Ultimo,Colpa Delle Favole,I Tuoi Particolari,spotify:track:0psAGFzUF64N2Ae4gMExzu
John Lennon,GIMME SOME TRUTH.,Oh My Love - Ultimate Mix,spotify:track:2ie5Gjc1lfyJ8ZPXnP0Oqs
Yuuri,Kakurenbo,Kakurenbo,spotify:track:34q8amlFXi2mns8FGLKCa8
Dionela,Musika,Musika,spotify:track:7bAVndaTleEnfizm6h2d3i
With Lions,Fast Luck,Lost Control,spotify:track:3VXJswStckA6V6Lu59F9wB
The Phantoms,"Take The World, Vol. 1 - EP",Watch Me,spotify:track:2iVQMhKnFZqomOhcGv340f
Rex Orange County,Apricot Princess,Happiness,spotify:track:2rXVtoLBHuXcNB5DVfIc9p
Deftones,Around the Fur,My Own Summer (Shove It),spotify:track:1158ckiB5S4cpsdYHDB9IF
JVKE,Worlds Collide (Inspired by Arcane League of Legends),Worlds Collide (Inspired by Arcane League of Legends),spotify:track:4Z3a18Jw4aGcmN6WLon32x
France Gall,Best Of,Laisse tomber les filles,spotify:track:6ZIkH0yQk0E5hfOVL7CyoQ
Idealism,hiraeth ep,another perspective,spotify:track:1Q9YniO0JGWFI8j5Uv8lcJ
Rico Blanco,Dating Gawi,Umuwi Ka Na,spotify:track:0nfdwK8GgsHVuIe6XcwIOI
Taylor Swift,ME!,ME! (feat. Brendon Urie of Panic! At The Disco),spotify:track:4Sib57MmYGJzSvkW84jTwh
YUNGBLUD,the underrated youth,casual sabotage,spotify:track:6tgf0nmBjFPrkk2CztA3zD
*NSYNC,No Strings Attached,This I Promise You,spotify:track:2Dp2LRrY71XIfLe3co2Qnh
The Fray,The Fray,Never Say Never,spotify:track:57uX2vR9j9DNiANDYfXw1i
Dishwalla,Opaline,Home,spotify:track:43FP4nNyBtNivtY6LnAEiQ
Coldplay,Music Of The Spheres,Let Somebody Go,spotify:track:4cGqn0E8JCSY9gQllQj4Mf
Panic! At The Disco,Live in Chicago,"Northern Downpour - Live at Congress Theater, Chicago, IL, 2008",spotify:track:5yBwtNMXAz8yyfd4re8I8m
Nieve Ella,Blu Shirt Boy,Blu Shirt Boy,spotify:track:7bAT6eo8VuSTPKA52CxPTJ
New Found Glory,I Don't Wanna Know,I Don't Wanna Know,spotify:track:31IaGgTJ2hdD5fgYTsDqqg
Yoke Lore,Spotify Singles,Truly Madly Deeply - Recorded at Spotify Studios NYC,spotify:track:0hLObGB9xRjuRVasHehmLI
Roy Orbison,Unchained Melodies: Roy Orbison & The Royal Philharmonic Orchestra,She's a Mystery to Me - with The Royal Philharmonic Orchestra,spotify:track:1EnIxZJGlTWK6mV0Ru9v3g
The Lonely Island,Popstar: Never Stop Never Stopping,Equal Rights,spotify:track:5Swbm2NiZWkOyXuuFI18XO
Dido,No Angel,Thank You,spotify:track:3yUcJwYu7fXAfqMj9krY6l
Noel Gallagher's High Flying Birds,Noel Gallagher's High Flying Birds,Everybody's On The Run,spotify:track:5IfHdpuOT36g9VHmp9uceb
Justin Timberlake,FutureSex/LoveSounds,What Goes Around.../...Comes Around (Interlude),spotify:track:3pD0f7hSJg2XdQ6udw5Tey
Third Eye Blind,Third Eye Blind,The Background,spotify:track:5n8EO9QJbmQLtQd8MAvrOg
Angèle,Brol,Ta reine,spotify:track:3iXhLi33EpUfcOwasC8un1
Zack Tabudlo,Episode,Hindi Ko Kaya,spotify:track:7EGZrCSNXLYhDBqZ7fF6XC
Cigarettes After Sex,Affection,Affection,spotify:track:3uozbmBqY6tB7dQJFtb5l5
Cris Cab,Where I Belong,Good Girls - Bonus Track,spotify:track:6CvNZirHrSYygDSjN5BSAy
pH-1,Street Woman Fighter2(SWF2) Final Performance,Move! (Prod. Slom),spotify:track:7egXoFXUqXCE1FT73wHNCK
Red Hot Chili Peppers,Black Summer,Black Summer,spotify:track:3a94TbZOxhkI9xuNwYL53b
Robot Koch,Sphere,Crystal Grid,spotify:track:5i0RCjr3eEZRd8EiYCpYh0
Silent Sanctuary,Fuchsiang Pag-Ibig,Sandali Lang,spotify:track:7ys0nIOI7CN7U6rWitFMTW
Robbie Williams,Escapology,Sexed Up,spotify:track:6xwsfXjIXJgJjumbxdJiLi
Coldplay,Music Of The Spheres,Coloratura,spotify:track:0jH7gF7KCk2Lom9gimaKms
G-Eazy,These Things Happen Too,Origami,spotify:track:67RNSpjKQqeuwUwaeHnAD0
Calum Scott,Only Human,If Our Love Is Wrong,spotify:track:0bhBfW4mSRLILc32S4KugQ
Sparks,Bling Hunter,Bling Hunter,spotify:track:4MbiZx2p0Ej8pYUwb7Adwq
d4vd,Petals to Thorns,Don't Forget About Me,spotify:track:05vvPTidbjvDySLc9o65YS
Calein,Someone,Someone,spotify:track:70rGe2E2Y5slmDKPfURJMG
Foreigner,4,Waiting for a Girl like You,spotify:track:2OgVsp77En2nju8pnCieVU
Big Black Delta,whoRU812,brookes was here2a,spotify:track:2TpekxBJPWt7VOghjcZ2sn
Adib Sin,Fated,Fated,spotify:track:3w6sIjxVeSedJQjfjjGM4I
Bea and her Business,Born To Be Alive,Born To Be Alive,spotify:track:3t5o6aDBXWyNZiyFQylraq
Adele,25,When We Were Young,spotify:track:0cj2joJcY6b4XSRfj2eZOl
Faime,Escape,Save,spotify:track:3rlUmNmRyF4i5xrR7awCUV
Said The Sky,Wide-Eyed,All I Got,spotify:track:1iaTDu4PCIWQQOwwwqq5qW
Noel Gallagher's High Flying Birds,Who Built The Moon? (Deluxe),"Dead in the Water - Live at Rté 2fm Studios, Dublin (Bonus Track)",spotify:track:7iJnp45aNKpi8TMEU2JjXn
Olivia Rodrigo,SOUR,brutal,spotify:track:6SRsiMl7w1USE4mFqrOhHC
Muse,Black Holes and Revelations,Supermassive Black Hole,spotify:track:3lPr8ghNDBLc2uZovNyLs9
Austin Gibbs,Charlie,La La La,spotify:track:6ipuNR4u7Tp1rZ9HKmIvv6
Caleb Santos,100 Tula Para Kay Stella (Original Movie Soundtrack),I Need You More Today,spotify:track:66pnFwyjNa6p1VIg8akaDa
Incubus,Make Yourself - Tour Edition,Drive,spotify:track:73fzhVcs7n1wZz84eoE2vs
Sugarfree,Cuida,Cuida,spotify:track:7909GI7njPhuaW2TUoy4Xl
Twenty One Pilots,Blurryface,Stressed Out,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
Coldplay,Kaleidoscope EP,Hypnotised - EP Mix,spotify:track:7HBnZdg7fIQwqMhQhci0VV
Soundgarden,Superunknown,Black Hole Sun,spotify:track:2EoOZnxNgtmZaD8uUmz2nD
Silent Sanctuary,Langit. Luha.,Pasensya Ka Na,spotify:track:0YyM8aEdbjGfLWPn6fdcn7
beabadoobee,Loveworm,Disappear,spotify:track:1vKPCcclqSIHpMIh4YieQG
BTS,Black Swan,Black Swan,spotify:track:24NuEDgyRIljwSyY0lsr7b
Royal Blood,Honeybrains,Honeybrains,spotify:track:3OtId2P71K4wGAAJk8QCIR
Mike Shinoda,Post Traumatic,Lift Off (feat. Chino Moreno and Machine Gun Kelly),spotify:track:6ZsKifufUhD5q5jAtzzATH
Pinguini Tattici Nucleari,Hello World,Islanda,spotify:track:41lOxc6ARYZPXpKeMWcHsD
Red Hot Chili Peppers,By the Way,Tear,spotify:track:24Pn2hnXcgenBGcoybcSJJ
Essence,The Dust Settles,The Dust Settles,spotify:track:1HZNZgdJkSR91fqUWu25r8
Benson Boone,To Love Someone,To Love Someone,spotify:track:3PsHulD1zewglcTPcEPnlk
Dishwalla,Juniper Road,Give Me a Sign,spotify:track:4q7MOAXWXATy6JvpfHsU5X
Red Hot Chili Peppers,The Getaway,The Getaway,spotify:track:3bIQIx7hveYPQDdhjZ1kcq
JANNABI,JANNABI's Small Pieces l,A thought on an autumn night,spotify:track:4YaKlkNVJNbrIqN82EKFsQ
LEX,LiFE,ERiCA (feat. HEZRON & SANTAWORLDVIEW),spotify:track:7A3Ok5htvCPMnrwx4jeenO
ODESZA,To Be Yours,To Be Yours,spotify:track:3lNBpsW30g2xSngVw2l1U7
Tatarka,KAWAII,KAWAII - sped up,spotify:track:7AEHIOlDUm73JpPnuFcryy
IV Of Spades,CLAPCLAPCLAP!,I Ain't Perfect,spotify:track:7lD4bwbBCqukPke3Xt1Ncs
YUNGBLUD,I Was Made For Lovin' You,I Was Made For Lovin’ You - from The Fall Guy,spotify:track:55ikcenXPbQdzCnO1sOuYg
Jack Scott,150 Rock 'n' Roll Classics,My True Love (Rerecorded),spotify:track:0HDqgzpPeeEUdQ4j21PYzw
Gracie Abrams,Good Riddance,I know it won't work,spotify:track:33uKUpu9ZXsHhcxRLoxnWI
Maroon 5,V,Animals,spotify:track:16pwlVsypm4aDKMhXdOuXg
Coez,Faccio un casino,La musica non c'è,spotify:track:7MMJa7cjMadOSR6CFWvB1x
St. South,Lover,Lover,spotify:track:2U7Tb95YcsJSFpSmp2rimg
Yutaka Yamada,"TV Drama ""Hanzai Shoukougun"" Original Soundtrack",Hanzai Shoukougun - Hi -,spotify:track:69x9kHfvDGdVwnYeipKWNU
*NSYNC,No Strings Attached,Bye Bye Bye,spotify:track:62bOmKYxYg7dhrC6gH9vFn
Boom Jinx,No Answers In Luck,Forgotten September,spotify:track:4jSAqv6ZUpEwyaLTbh8pxE
Sugarcane,Gunita,Gunita,spotify:track:4AvoP5GrevGdFRNUzoTmWv
XXXTENTACION,?,changes,spotify:track:7AFASza1mXqntmGtbxXprO
Mayonnaise,Gusto Ko Lang Kasama Ka Palagi Pero Hindi Pwede,Magkalayo,spotify:track:1aFZz3PUCRPtdmnTNcyCfA
Flow G,Rapstar,Rapstar,spotify:track:6Rv8Ltr2MuAIM3LHF4L8qs
I Monster,Neveroddoreven,Who Is She ?,spotify:track:1QxcWlk8PivolUaWcpAoNq
Weezer,Pinkerton,El Scorcho,spotify:track:3g2gQMeeQAEPztiQKMlGSl
Kanye West,JESUS IS KING,Follow God,spotify:track:2QpGZOhTCHHiKmpSO9FW4h
STACEY,STACEY,Calling Me,spotify:track:5XrKzsQOTKTyb3jtUOwt7i
Sponge Cola,Araw Oras Tagpuan,Kay Tagal Kitang Hinintay,spotify:track:3I8zx5hE49QaCIWR7BJ2Di
Paramore,Paramore,Still into You,spotify:track:1yjY7rpaAQvKwpdUliHx0d
Fujii Kaze,???????,???????,spotify:track:1TVDXZBWxGAfDGDSGD2uaq
Joey Valence & Brae,PUNK TACTICS,PUNK TACTICS - SPED UP,spotify:track:4cf8LXuvnqCfkLxCjgsKQl
Joan As Police Woman,Kiss,Kiss,spotify:track:1IZ2RLaTBzvSnMPtLpyUf1
Roxette,Crash! Boom! Bang!,Vulnerable,spotify:track:3f5r7wd7GdLHzDuCY9M0X6
The Weeknd,Popular,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),spotify:track:6WzRpISELf3YglGAh7TXcG
yuji,Old Love,Old Love,spotify:track:3W4U7TEgILGpq0EmquurtH
My Chemical Romance,Three Cheers for Sweet Revenge,Helena,spotify:track:5dTHtzHFPyi8TlTtzoz1J9
